0,1,2,3,4
2.979810066816941,3.8232263472606665,2.631846769906138,2.942217072991005,3.1672769563983127
2.833684219312846,3.9558369571754732,2.686685601945781,2.9724374217967244,3.0310465219478946
2.9012091545995795,3.7938973695856553,2.7617937137049577,2.9662372858015704,3.0710674114860512
2.8407913201314843,3.735380291687618,2.730630842847576,2.924943510073476,3.1848059253812666
2.838755916724871,3.7321964639593435,2.7559332468285667,3.046447059113515,3.0405835385518776
2.828116376867394,3.724220592706819,2.811964832948198,2.9593927091923806,3.004328142657163
2.85960235924674,3.591010403733665,2.856430389305667,3.0219741648888467,2.939092737744723
2.924213452563565,3.6817526070355626,2.6605637290483672,2.9492525857552363,3.012145003176951
2.7921689455041623,3.6003368464056726,2.761862719543031,3.0024647637569988,2.9369276637366926
2.828228413212468,3.6553165756869292,2.661924098544335,3.0607408681036903,2.97801891615121
2.807097241547197,3.636568094819743,2.6657856103010222,2.9606977622545454,2.9851717795027652
2.818647878923703,3.719838052404752,2.663075582693067,3.090529192794352,2.9818509439591026
2.8187922220200297,3.6535581012204243,2.6506394704443,2.8794568308930755,2.949519522230567
2.7955409956697803,3.5058980988014072,2.59450606079517,3.0044553112750667,3.11484521460805
2.777204473198597,3.666349780765032,2.6030798672240407,2.9818027723580856,3.08222349368781
2.819409424126274,3.4444639021017007,2.6123288303103704,2.917210794307814,3.0421301244902526
2.8604625753717228,3.4257525055054203,2.7064938148978883,2.9078646388683524,3.0074246537926075
2.732087611748268,3.461230848231941,2.8182359783020083,2.9560725450228857,3.007308572936152
2.8202764817201675,3.397859948560013,2.7574104046086223,2.901985835830822,2.9583675016933517
2.771321104190033,3.3830479478100464,2.710670421818435,2.8625400628250355,2.7932674963843636
2.703062702866685,3.3382165570216924,2.7361542995627897,2.9442559055735664,2.679046244914217
2.7162160591367632,3.3439953387137056,2.62999663534817,2.886235096056187,2.728861894777382
2.6888292220451513,3.271067782600588,2.73531281784643,2.9557358091461206,2.752754279258204
2.7173218481862254,3.2325815631047767,2.729606283989803,2.875331623656346,2.839394576166473
2.71832901850282,3.264136898458395,2.7322300711182903,2.8283710831307216,2.902856161110607
2.761100141650615,3.2923810487993057,2.651481770955591,2.8583028406992224,2.9265408088305933
2.8031919046121843,3.2650355105882554,2.603056387169845,2.8398942233589923,2.8795060913382007
2.7856511013834595,3.1670751543957785,2.604381064835686,2.838560555543638,3.017997997876299
2.7571213557901846,3.023979289195455,2.6470479927785693,2.7960194600036594,2.96690235828404
2.8136902403388078,3.1609511863668005,2.6183114955054165,2.740187246769843,3.0151226812663663
2.847732903104688,2.9809724991229394,2.723518361310095,2.6911036274673914,3.00608679187361
2.7792103210471177,3.008528643239566,2.6058648642854276,2.6763447074930955,2.920627194683603
2.751247125811434,3.034453097812207,2.6499710545125317,2.6427967386839017,2.9103827402290228
2.8235117927673463,2.793753284124222,2.5653833782915028,2.5499215890273197,2.856248270729159
2.806223916485162,2.697853461163961,2.6240727868836196,2.4397575535292573,2.8240869540733113
2.790222923069898,2.72415002580499,2.6142669053887686,2.5077737744986472,2.8541513661380704
2.853311763033329,2.7091450648635416,2.6055315386570754,2.4473258630378183,2.88536387090936
2.874321687005686,2.6386430726128047,2.6057116226084736,2.4450682099247536,2.8204449128975813
2.9413805211468134,2.7026912018102967,2.617598387904038,2.5631495625754996,2.8417936779879907
2.8895698986800764,2.645370908381164,2.5523691990438135,2.5430543564531645,2.694846671750827
2.8844869747975097,2.7067241715245154,2.7739015583781415,2.5270527872199637,2.6548301019943854
2.886651474342064,2.7356520149513295,2.680005091006102,2.5312938405313403,2.6469561144063967
2.9397452984072867,2.709118774560011,2.640916649795031,2.4156882958655475,2.8051229371743784
2.8153436229767794,2.626751215652915,2.7183589102738326,2.382121120150654,2.7514063530527073
2.846584607975503,2.771076956438878,2.623967835512851,2.414446367340681,2.7055016664090843
2.8747743522811726,2.591714667786473,2.673230076026235,2.4226114518880912,2.5939301986434264
2.9013985031211833,2.634525075169613,2.698721850120252,2.279350128410968,2.523596066466217
2.925376612165693,2.657350987222778,2.6961290750377365,2.30584281493672,2.4779752058593707
2.8468900521519,2.623929233728808,2.685422761698411,2.33714173639645,2.4389462439065133
2.7660903615436485,2.642562793044799,2.71433833577667,2.284343317947966,2.580563767937315
2.7650382095402493,2.5895984291386314,2.6318472556992796,2.374996420137401,2.5041267574525237
2.7588127236859683,2.5954969151405414,2.77180247312509,2.3608761280942407,2.4213573644211843
2.70277731701713,2.5928735757858785,2.694727775128899,2.344136417845305,2.4767035390620133
2.7380062518313997,2.6343749939273158,2.6253691861395376,2.35339230928906,2.4657271196151367
2.7326748558391336,2.648323030028206,2.665109810314575,2.3030060142594673,2.485927377742026
2.806913980316244,2.646237281071843,2.7438772496456156,2.277989212426451,2.4979332251143385
2.724110877762316,2.6060250859760297,2.745634746422745,2.317156091518356,2.571776762690197
2.7832880949733934,2.3826745203521904,2.7546700031007503,2.3152116735296704,2.5140514220905605
2.735663447404737,2.441484428781708,2.7459624536581795,2.3691903113923365,2.4542105301556822
2.804723529811717,2.4673669014181487,2.8252274857390334,2.439593179658371,2.543873304623219
2.73566140993106,2.390415494376872,2.7746518853799342,2.4335801669699326,2.598393858314923
2.838069412501586,2.3332418206738375,2.7880951857562195,2.383360347122738,2.326468616032581
2.7867112252596353,2.396877773377306,2.735574310723457,2.4235388333850127,2.4738627346929865
2.7640962999561154,2.463389151874369,2.7674174660646065,2.3574018139114323,2.447446301716138
2.828609019373558,2.4248813735789314,2.677115226333717,2.3540212128697595,2.608341782292955
2.8123667404522656,2.4189113608068964,2.7124021145604247,2.3490940607322073,2.5499984492073238
2.8319682453106836,2.4436169679573996,2.6316429877053005,2.3403161843145144,2.6536138135776475
2.7988070783835384,2.3973848306181007,2.5596653873746242,2.32964855133053,2.592021683792603
2.6820343695477113,2.402340445252009,2.59785622384678,2.3971418682811443,2.616564385429454
2.6804787089205906,2.4329200366168195,2.554697404526799,2.3326353521925807,2.6519011234787
2.701107465626402,2.4198551535863784,2.5209361609104333,2.2987127323427052,2.5994735687453874
2.671806937795814,2.4432288213192916,2.5536978433736377,2.3700046052635826,2.649664801067578
2.6204288273932907,2.5261188569798687,2.543088451141385,2.354581469879966,2.556631776629754
2.6409922084312583,2.515432442631395,2.546841836713107,2.336438909657909,2.650664249036993
2.688299969883446,2.3953528790463587,2.4991370420514722,2.3886806210157583,2.647888442338813
2.6925010293219156,2.4644604708902134,2.615592050414017,2.4277421634719554,2.5766828282221157
2.7532885090477315,2.4301109963148155,2.624162334019449,2.4294879154778752,2.5924439927898573
2.682936778247164,2.4596974461155106,2.6492102792848837,2.4292844220465057,2.6583642807936183
2.721713659671027,2.4358678814803585,2.6240976562818625,2.4161768479829906,2.598030856312869
2.6854879521203245,2.413600994811173,2.6756491633199486,2.3728059221920415,2.5797195123047985
2.7744631445626924,2.468344932293838,2.5748509589000834,2.408716275543358,2.510022370010348
2.7494587301532767,2.481774039299722,2.5174067442934,2.4955730741317694,2.537993323901692
2.697378279418965,2.5120402892745597,2.481449016971516,2.424206409317698,2.5931672177755565
2.6364491837893214,2.4712827627287455,2.366066708573484,2.4456113856327737,2.5525603596253674
2.691167602535472,2.4553890121939927,2.4109474656774954,2.4067216797751,2.5767422705339524
2.629668335410783,2.435677171575704,2.443283108717608,2.375802166782173,2.582888673267712
2.688231514815944,2.3502175671854872,2.4893247182215035,2.3549805287490355,2.6392037478906745
2.6913882167931225,2.36958993394331,2.5925679293385095,2.382452540408895,2.60981930930381
2.657112052350817,2.3541344367671053,2.554830179187055,2.358298455564056,2.556219612805989
2.633004499256294,2.4132387416583634,2.5452309812306413,2.355062282413508,2.5368216909357617
2.6568729434359213,2.380869595649914,2.568255407077536,2.4215263228254433,2.4940524691062635
2.630964651249899,2.4031588683966336,2.4206723154490284,2.448713143264833,2.5170788404054565
2.629008367020138,2.4154846424380003,2.336583764853825,2.3543993670103918,2.465712533847986
2.637122050147207,2.3706769749191072,2.412785228232228,2.3626248984205804,2.4067099301618984
2.5965268065567573,2.3455662161803357,2.3872526202075934,2.426297569427714,2.4248710043506523
2.5925874657639243,2.4320659549589116,2.490502276836956,2.3981960553309016,2.504095542871328
2.5699773826651207,2.3988175158299048,2.4274555562120907,2.3865284045377098,2.5358393542308537
2.540478308584763,2.332551114932311,2.3983407115614988,2.2896517793425732,2.523827087864354
2.5589490396982724,2.2831980990402063,2.331627532414475,2.3048346497026833,2.4754098070685497
2.6155177984037072,2.4137921332404577,2.414007701236038,2.4008404164306603,2.4937857956702776
